   4.9999879e+00   9.9912506e-02   3.0022717e-02   2.5952361e-02   1.0000103e-01   2.1900869e-05   2.9994483e-02   1.0000760e-01  -2.9977151e-02   3.0007059e-02
   5.0009959e+00   9.9912497e-02   3.0022720e-02   2.5952370e-02   1.0000102e-01   2.1910084e-05   2.9994497e-02   1.0000759e-01  -2.9977143e-02   3.0007063e-02
   5.0019915e+00   9.9911098e-02   3.0029059e-02   2.5964943e-02   1.0000101e-01   2.8247983e-05   2.9994498e-02   1.0000949e-01  -2.9970803e-02   3.0007058e-02
   5.0029918e+00   9.9898734e-02   3.0104400e-02   2.6228691e-02   1.0000097e-01   1.0364834e-04   2.9994492e-02   1.0003206e-01  -2.9895390e-02   3.0007076e-02
   5.0039921e+00   9.9891320e-02   3.0204874e-02   2.6894309e-02   1.0000081e-01   2.0417481e-04   2.9994485e-02   1.0006206e-01  -2.9794817e-02   3.0007065e-02
   5.0049921e+00   9.9867689e-02   3.0361859e-02   2.7795580e-02   1.0000036e-01   3.6125067e-04   2.9985003e-02   1.0010874e-01  -2.9637609e-02   3.0010223e-02
   5.0059917e+00   9.9814509e-02   3.0594101e-02   2.8690906e-02   1.0000120e-01   5.9375860e-04   2.9980317e-02   1.0017932e-01  -2.9404767e-02   3.0018112e-02
   5.0069920e+00   9.9747973e-02   3.0826083e-02   2.9402472e-02   9.9997601e-02   8.2617308e-04   2.9997799e-02   1.0024543e-01  -2.9171854e-02   3.0057338e-02
   5.0079916e+00   9.9683323e-02   3.1032871e-02   2.9779287e-02   9.9993601e-02   1.0335193e-03   3.0024368e-02   1.0030355e-01  -2.8963928e-02   3.0140825e-02
   5.0089920e+00   9.9601081e-02   3.1283260e-02   2.9813725e-02   9.9986657e-02   1.2847847e-03   3.0052598e-02   1.0037165e-01  -2.8711790e-02   3.0278892e-02
   5.0099916e+00   9.9495889e-02   3.1595864e-02   2.9639136e-02   9.9976156e-02   1.5987573e-03   3.0057044e-02   1.0045434e-01  -2.8396470e-02   3.0487606e-02
   5.0109919e+00   9.9409277e-02   3.1839410e-02   2.9447304e-02   9.9963933e-02   1.8435974e-03   3.0044375e-02   1.0051343e-01  -2.8150402e-02   3.0751297e-02
   5.0119918e+00   9.9313860e-02   3.2115337e-02   2.9376814e-02   9.9952307e-02   2.1212001e-03   3.0023900e-02   1.0058142e-01  -2.7871223e-02   3.1052250e-02
   5.0129918e+00   9.9205357e-02   3.2438025e-02   2.9473993e-02   9.9940818e-02   2.4461039e-03   3.0017815e-02   1.0066157e-01  -2.7544252e-02   3.1384145e-02
   5.0139914e+00   9.9116078e-02   3.2706072e-02   2.9670274e-02   9.9931809e-02   2.7162137e-03   3.0050496e-02   1.0072539e-01  -2.7272298e-02   3.1724912e-02
   5.0149917e+00   9.9013118e-02   3.3023513e-02   2.9888778e-02   9.9924350e-02   3.0364043e-03   3.0121291e-02   1.0080320e-01  -2.6949729e-02   3.2062500e-02
   5.0159917e+00   9.8919052e-02   3.3316043e-02   3.0039595e-02   9.9918528e-02   3.3317390e-03   3.0228155e-02   1.0087226e-01  -2.6652114e-02   3.2398260e-02
   5.0169920e+00   9.8838879e-02   3.3570780e-02   3.0097813e-02   9.9914984e-02   3.5891219e-03   3.0350882e-02   1.0092833e-01  -2.6392795e-02   3.2754440e-02
   5.0179916e+00   9.8745299e-02   3.3856501e-02   3.0094712e-02   9.9907182e-02   3.8780488e-03   3.0493728e-02   1.0098483e-01  -2.6101667e-02   3.3139160e-02
   5.0189919e+00   9.8659382e-02   3.4117183e-02   3.0053905e-02   9.9899325e-02   4.1418655e-03   3.0638383e-02   1.0103041e-01  -2.5835956e-02   3.3528916e-02
   5.0199919e+00   9.8587959e-02   3.4327982e-02   3.0046227e-02   9.9890792e-02   4.3553211e-03   3.0781277e-02   1.0108029e-01  -2.5620259e-02   3.3640345e-02
   5.0209919e+00   9.8505510e-02   3.4558870e-02   3.0088598e-02   9.9877067e-02   4.5874321e-03   3.0898991e-02   1.0114860e-01  -2.5384735e-02   3.3519827e-02
   5.0219918e+00   9.8424719e-02   3.4778896e-02   3.0189093e-02   9.9861567e-02   4.8067124e-03   3.0980619e-02   1.0121744e-01  -2.5161705e-02   3.3303530e-02
   5.0229918e+00   9.8356272e-02   3.4963784e-02   3.0320912e-02   9.9847796e-02   4.9884923e-03   3.1012140e-02   1.0127750e-01  -2.4976454e-02   3.3046452e-02
   5.0239917e+00   9.8293874e-02   3.5131873e-02   3.0449612e-02   9.9834951e-02   5.1513809e-03   3.1015048e-02   1.0133301e-01  -2.4810200e-02   3.2738964e-02
   5.0249913e+00   9.8233481e-02   3.5291638e-02   3.0565784e-02   9.9822172e-02   5.3078042e-03   3.1021139e-02   1.0138505e-01  -2.4650450e-02   3.2399919e-02
   5.0259917e+00   9.8181256e-02   3.5437473e-02   3.0637990e-02   9.9813593e-02   5.4520807e-03   3.1049638e-02   1.0143417e-01  -2.4505123e-02   3.2067319e-02
   5.0269920e+00   9.8142448e-02   3.5542277e-02   3.0669377e-02   9.9806894e-02   5.5586043e-03   3.1077788e-02   1.0146981e-01  -2.4398263e-02   3.1759595e-02
   5.0279923e+00   9.8114206e-02   3.5622693e-02   3.0677513e-02   9.9803279e-02   5.6403887e-03   3.1098482e-02   1.0149763e-01  -2.4316676e-02   3.1487865e-02
   5.0289912e+00   9.8097010e-02   3.5678165e-02   3.0705749e-02   9.9803284e-02   5.6968041e-03   3.1076439e-02   1.0151824e-01  -2.4259056e-02   3.1264946e-02
   5.0299915e+00   9.8088912e-02   3.5702980e-02   3.0798355e-02   9.9803323e-02   5.7219906e-03   3.1027548e-02   1.0152750e-01  -2.4233313e-02   3.1093663e-02
   5.0309915e+00   9.8085072e-02   3.5709389e-02   3.0942890e-02   9.9802432e-02   5.7284287e-03   3.0964731e-02   1.0152911e-01  -2.4226713e-02   3.0964907e-02
   5.0319922e+00   9.8089763e-02   3.5690857e-02   3.1121957e-02   9.9803002e-02   5.7094866e-03   3.0901909e-02   1.0152412e-01  -2.4245958e-02   3.0861142e-02
   5.0329914e+00   9.8100949e-02   3.5646079e-02   3.1286763e-02   9.9802665e-02   5.6658267e-03   3.0859739e-02   1.0151087e-01  -2.4290342e-02   3.0781169e-02
