   4.9999879e+00   4.3057892e-02  -3.9629965e-13   3.1651393e-13   3.9363940e-13  -3.1745579e-13  -3.9708141e-13  -3.2197763e-13   0.0000000e+00   7.9320222e-14  -7.9320222e-14   9.2619393e-13   4.0495227e-02  -3.9239289e-05   3.1562978e-05   3.9239260e-05  -3.1440445e-05  -1.1765654e-04  -3.2174772e-05  -3.1557407e-05   7.9144938e-06   5.5684888e+01   2.1900644e-04
   5.0009959e+00  -3.4878685e-15   4.8763736e-15  -3.4878685e-15   5.9215377e-15  -3.4878685e-15   4.8763736e-15   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   4.0495154e-02  -3.9147390e-05   3.1464951e-05   3.9239261e-05  -3.1440445e-05  -1.1765654e-04  -3.1938608e-05  -3.1533825e-05   7.8695523e-06   5.5692177e+01   2.1909860e-04
   5.0019915e+00  -7.8539816e-04   1.0980617e-03  -7.8539816e-04   1.3334117e-03  -7.8539816e-04   1.0980617e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   4.0369417e-02  -3.9300556e-05   3.1513965e-05   3.9177994e-05  -3.1366925e-05  -1.1762823e-04  -3.2180396e-05  -3.1580989e-05   7.8339230e-06   5.5699843e+01   2.8247696e-04
   5.0029918e+00  -1.5707963e-03   2.1889087e-03  -1.5707963e-03   2.6613444e-03  -1.5707963e-03   2.1889087e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   3.7729831e-02  -3.9147389e-05   3.1464951e-05   3.9392427e-05  -3.1562978e-05  -1.1762707e-04  -3.2101007e-05  -3.1510242e-05   7.8579765e-06   5.5701601e+01   1.0364730e-03
   5.0039921e+00  -2.3561945e-03   3.2833630e-03  -2.3561945e-03   3.9920166e-03  -2.3561945e-03   3.2833630e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   3.1069909e-02  -3.9637520e-05   3.1611991e-05   3.9208627e-05  -3.1440445e-05  -1.1765654e-04  -3.1984891e-05  -3.1510242e-05   7.8510004e-06   5.5706376e+01   2.0417286e-03
   5.0049921e+00  -3.1415927e-03   4.3518422e-03  -3.1415927e-03   5.3029955e-03  -3.1415927e-03   4.3518422e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   2.2022395e-02   3.9392455e-05   3.1538471e-05   2.7648753e-04  -3.1489458e-05  -1.9644146e-04  -3.2102682e-05  -3.1463077e-05   7.8365372e-06   5.5712033e+01   3.6124778e-03
   5.0059917e+00  -3.9269908e-03   5.4398028e-03  -3.9269908e-03   6.6287444e-03  -3.9269908e-03   5.4398028e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   1.2956807e-02   2.7917636e-04  -9.4247767e-05   6.7059898e-04  -3.1244392e-05  -4.3179211e-04  -3.2122894e-05  -3.1486661e-05   2.2838526e-05   5.5716934e+01   5.9374450e-03
   5.0069920e+00  -4.7123890e-03   6.6173754e-03  -4.7123890e-03   8.0225281e-03  -4.7123890e-03   6.6173754e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   5.7632016e-03   5.1044755e-04  -4.7364737e-04   1.2193075e-03  -2.1991147e-04  -9.0350839e-04  -3.2250171e-05  -3.1580989e-05   7.9332131e-06   5.5723595e+01   8.2617411e-03
   5.0079916e+00  -5.4977871e-03   7.7202713e-03  -5.4977871e-03   9.3596161e-03  -5.4977871e-03   7.7202713e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   1.8528636e-03   9.0517059e-04  -9.7516867e-04   1.8482122e-03  -6.6158503e-04  -1.8471668e-03  -3.2104365e-05  -3.1557406e-05  -7.8011791e-06   5.5729434e+01   1.0335486e-02
   5.0089920e+00  -6.2831853e-03   8.8262043e-03  -6.2831853e-03   1.0699016e-02  -6.2831853e-03   8.8262043e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   1.3514581e-03   1.3744161e-03  -1.4777012e-03   2.4754913e-03  -1.3520691e-03  -3.4959694e-03  -3.1984057e-05  -3.1533824e-05  -3.8471687e-05   5.5735908e+01   1.2848855e-02
   5.0099916e+00  -7.0685835e-03   9.9294798e-03  -7.0685835e-03   1.2036393e-02  -7.0685835e-03   9.9294798e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   2.8597079e-03   2.0825498e-03  -1.7274867e-03   3.1028070e-03  -2.4197131e-03  -5.9307938e-03  -3.2090339e-05  -3.1533825e-05  -8.4079460e-05   5.5742250e+01   1.5990023e-02
   5.0109919e+00  -7.8539816e-03   1.0964305e-02  -7.8539816e-03   1.3321726e-02  -7.8539816e-03   1.0964305e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   4.4937144e-03   2.9464379e-03  -1.7908304e-03   3.7309476e-03  -3.6756861e-03  -9.2303421e-03  -3.1938608e-05  -3.1486660e-05  -1.4531352e-04   5.5749227e+01   1.8440535e-02
   5.0119918e+00  -8.6393798e-03   1.2060736e-02  -8.6393798e-03   1.4653898e-02  -8.6393798e-03   1.2060736e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   4.8049350e-03   4.0473299e-03  -1.7908304e-03   4.3594488e-03  -5.0595679e-03  -1.3178530e-02  -3.1695463e-05  -3.1580989e-05  -1.9197377e-04   5.5755512e+01   2.1218937e-02
   5.0129918e+00  -9.4247780e-03   1.3114792e-02  -9.4247780e-03   1.5953908e-02  -9.4247780e-03   1.3114792e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00  -0.0000000e+00   4.3057893e-02   3.4238370e-03   5.1471956e-03  -1.9790563e-03   5.0587844e-03  -6.3154066e-03  -1.8261199e-02  -3.1830909e-05  -3.1486661e-05  -2.2263948e-04   5.5762172e+01   2.4470639e-02
